classifier,featuresnum,features,metrics,value
SVM,110,40,f0.5,0.781660203
SVM,116,42,f0.5,0.762838321
SVM,121,44,f0.5,0.755430944
SVM,127,46,f0.5,0.748175548
SVM,132,48,f0.5,0.767815351
SVM,138,50,f0.5,0.740327145
SVM,144,52,f0.5,0.734095315
SVM,149,54,f0.5,0.731921264
SVM,155,56,f0.5,0.75758228
SVM,160,58,f0.5,0.76576633
SVM,166,60,f0.5,0.76312959
SVM,171,62,f0.5,0.765860563
SVM,178,64,f0.5,0.766421074
SVM,184,66,f0.5,0.765435718
SVM,188,68,f0.5,0.767500385
SVM,193,70,f0.5,0.784209846
SVM,202,72,f0.5,0.785346657
SVM,205,74,f0.5,0.789990733
SVM,210,76,f0.5,0.793726268
SVM,217,78,f0.5,0.794701619
SVM,221,80,f0.5,0.800018991
SVM,229,82,f0.5,0.801119179
SVM,233,84,f0.5,0.804809299
SVM,238,86,f0.5,0.8060278
SVM,247,88,f0.5,0.810319974
SVM,249,90,f0.5,0.801515752
SVM,258,92,f0.5,0.802767773
SVM,260,94,f0.5,0.803175907
SVM,266,96,f0.5,0.803175907
SVM,271,98,f0.5,0.799363851
SVM,277,100,f0.5,0.791049227
Tree,5,2,f0.5,0.591824797
Tree,11,4,f0.5,0.553670031
Tree,17,6,f0.5,0.570404617
Tree,24,8,f0.5,0.602247094
Tree,27,10,f0.5,0.600009451
Tree,33,12,f0.5,0.6416851
Tree,40,14,f0.5,0.6416851
Tree,44,16,f0.5,0.619809205
Tree,49,18,f0.5,0.741235011
Tree,55,20,f0.5,0.793034114
Tree,61,22,f0.5,0.811397752
Tree,69,24,f0.5,0.811772831
Tree,72,26,f0.5,0.811772831
Tree,79,28,f0.5,0.811772831
Tree,85,30,f0.5,0.811772831
Tree,88,32,f0.5,0.811772831
Tree,94,34,f0.5,0.836014741
Tree,99,36,f0.5,0.825532711
Tree,105,38,f0.5,0.826592048
Tree,110,40,f0.5,0.825696332
Tree,116,42,f0.5,0.825696332
Tree,121,44,f0.5,0.825696332
Tree,127,46,f0.5,0.825035543
Tree,132,48,f0.5,0.825035543
Tree,138,50,f0.5,0.825035543
Tree,144,52,f0.5,0.825035543
Tree,149,54,f0.5,0.825035543
Tree,155,56,f0.5,0.825035543
Tree,160,58,f0.5,0.820167011
Tree,166,60,f0.5,0.820167011
Tree,171,62,f0.5,0.820167011
Tree,178,64,f0.5,0.820167011
Tree,184,66,f0.5,0.820167011
Tree,188,68,f0.5,0.820167011
Tree,193,70,f0.5,0.820167011
Tree,202,72,f0.5,0.820167011
Tree,205,74,f0.5,0.820167011
Tree,210,76,f0.5,0.830183287
Tree,217,78,f0.5,0.830183287
Tree,221,80,f0.5,0.830183287
Tree,229,82,f0.5,0.825415951
Tree,233,84,f0.5,0.825415951
Tree,238,86,f0.5,0.825415951
Tree,247,88,f0.5,0.821595307
Tree,249,90,f0.5,0.819472377
Tree,258,92,f0.5,0.819472377
Tree,260,94,f0.5,0.816436402
Tree,266,96,f0.5,0.816436402
Tree,271,98,f0.5,0.794549726
Tree,277,100,f0.5,0.767625569
NB,5,2,f1,0.599435238
NB,11,4,f1,0.685110066
NB,17,6,f1,0.650140322
NB,24,8,f1,0.640259163
NB,27,10,f1,0.647543631
NB,33,12,f1,0.753407559
NB,40,14,f1,0.753803119
NB,44,16,f1,0.812542877
NB,49,18,f1,0.840351546
NB,55,20,f1,0.871333182
NB,61,22,f1,0.903137358
NB,69,24,f1,0.896678114
NB,72,26,f1,0.899412234
NB,79,28,f1,0.889339896
NB,85,30,f1,0.914965699
NB,88,32,f1,0.910700067
NB,94,34,f1,0.931739898
NB,99,36,f1,0.961418983
NB,105,38,f1,0.963498147
NB,110,40,f1,0.969481465
NB,116,42,f1,0.967605929
NB,121,44,f1,0.960417177
NB,127,46,f1,0.962043582
NB,132,48,f1,0.966886925
NB,138,50,f1,0.95959416
NB,144,52,f1,0.961534264
NB,149,54,f1,0.963542174
NB,155,56,f1,0.948616284
NB,160,58,f1,0.938210887
NB,166,60,f1,0.937150189
NB,171,62,f1,0.929518999
NB,178,64,f1,0.921375551
NB,184,66,f1,0.916277456
NB,188,68,f1,0.912935972
NB,193,70,f1,0.901582896
NB,202,72,f1,0.899081802
NB,205,74,f1,0.90341196
NB,210,76,f1,0.895346443
NB,217,78,f1,0.895528097
NB,221,80,f1,0.881696796
NB,229,82,f1,0.882248496
NB,233,84,f1,0.881381935
NB,238,86,f1,0.879130943
NB,247,88,f1,0.879826567
NB,249,90,f1,0.881632358
NB,258,92,f1,0.878647123
NB,260,94,f1,0.868077714
NB,266,96,f1,0.868077714
NB,271,98,f1,0.863674966
NB,277,100,f1,0.862849444
kNN,5,2,f1,0.63902714
kNN,11,4,f1,0.653682226
kNN,17,6,f1,0.610721074
kNN,24,8,f1,0.62639131
kNN,27,10,f1,0.566952877
kNN,33,12,f1,0.638288945
kNN,40,14,f1,0.579176082
kNN,44,16,f1,0.568435216
kNN,49,18,f1,0.63212803
kNN,55,20,f1,0.548627871
kNN,61,22,f1,0.54576546
kNN,69,24,f1,0.555862434
kNN,72,26,f1,0.558134456
kNN,79,28,f1,0.558134456
kNN,85,30,f1,0.558134456
kNN,88,32,f1,0.561014741
kNN,94,34,f1,0.561014741
kNN,99,36,f1,0.573127664
kNN,105,38,f1,0.575878646
kNN,110,40,f1,0.575878646
kNN,116,42,f1,0.575878646
kNN,121,44,f1,0.573127664
kNN,127,46,f1,0.573127664
kNN,132,48,f1,0.573127664
kNN,138,50,f1,0.577727496
kNN,144,52,f1,0.576959554
kNN,149,54,f1,0.576959554
kNN,155,56,f1,0.576959554
kNN,160,58,f1,0.577971725
kNN,166,60,f1,0.591280752
kNN,171,62,f1,0.591280752
kNN,178,64,f1,0.591280752
kNN,184,66,f1,0.591280752
kNN,188,68,f1,0.590056031
kNN,193,70,f1,0.591280752
kNN,202,72,f1,0.591287583
kNN,205,74,f1,0.589773863
kNN,210,76,f1,0.621648354
kNN,217,78,f1,0.622899712
kNN,221,80,f1,0.622899712
kNN,229,82,f1,0.614510717
kNN,233,84,f1,0.614265006
kNN,238,86,f1,0.622974871
kNN,247,88,f1,0.660512049
kNN,249,90,f1,0.650005393
kNN,258,92,f1,0.727410185
kNN,260,94,f1,0.736952633
kNN,266,96,f1,0.777226543
kNN,271,98,f1,0.759448378
kNN,277,100,f1,0.728803727
Ridge,5,2,f1,0.697418837
Ridge,11,4,f1,0.695737751
Ridge,17,6,f1,0.705007806
Ridge,24,8,f1,0.739065105
Ridge,27,10,f1,0.74204341
Ridge,33,12,f1,0.783923521
Ridge,40,14,f1,0.787822666
Ridge,44,16,f1,0.800590666
Ridge,49,18,f1,0.790027135
Ridge,55,20,f1,0.810016329
Ridge,61,22,f1,0.812424149
Ridge,69,24,f1,0.822023112
Ridge,72,26,f1,0.829480002
Ridge,79,28,f1,0.827555243
Ridge,85,30,f1,0.839260735
Ridge,88,32,f1,0.83981813
Ridge,94,34,f1,0.817675298
Ridge,99,36,f1,0.831749749
Ridge,105,38,f1,0.861057666
Ridge,110,40,f1,0.872106479
Ridge,116,42,f1,0.862270269
Ridge,121,44,f1,0.850551004
Ridge,127,46,f1,0.857500476
Ridge,132,48,f1,0.850440888
Ridge,138,50,f1,0.850979402
Ridge,144,52,f1,0.852113687
Ridge,149,54,f1,0.850869849
Ridge,155,56,f1,0.848942581
Ridge,160,58,f1,0.850526648
Ridge,166,60,f1,0.851003457
Ridge,171,62,f1,0.850865345
Ridge,178,64,f1,0.847644192
Ridge,184,66,f1,0.84360959
Ridge,188,68,f1,0.840513127
Ridge,193,70,f1,0.832824887
Ridge,202,72,f1,0.829420475
Ridge,205,74,f1,0.828595529
Ridge,210,76,f1,0.829522493
Ridge,217,78,f1,0.827769169
Ridge,221,80,f1,0.82679558
Ridge,229,82,f1,0.825645318
Ridge,233,84,f1,0.825645318
Ridge,238,86,f1,0.823712556
Ridge,247,88,f1,0.821093455
Ridge,249,90,f1,0.823712556
Ridge,258,92,f1,0.819504569
Ridge,260,94,f1,0.820575751
Ridge,266,96,f1,0.820575751
Ridge,271,98,f1,0.814665486
Ridge,277,100,f1,0.81558124
SVM,5,2,f1,0.70177748
SVM,11,4,f1,0.714209858
SVM,17,6,f1,0.687919096
SVM,24,8,f1,0.706798347
SVM,27,10,f1,0.685173192
SVM,33,12,f1,0.755169851
SVM,40,14,f1,0.754125793
SVM,44,16,f1,0.723290559
SVM,49,18,f1,0.76832607
SVM,55,20,f1,0.703879581
SVM,61,22,f1,0.725711248
SVM,69,24,f1,0.720563791
SVM,72,26,f1,0.744577218
SVM,79,28,f1,0.739646753
SVM,85,30,f1,0.7340337
SVM,88,32,f1,0.728295165
SVM,94,34,f1,0.723008704
SVM,99,36,f1,0.745549321
SVM,105,38,f1,0.746053176
SVM,110,40,f1,0.80195864
SVM,116,42,f1,0.786598034
SVM,121,44,f1,0.778786235
SVM,127,46,f1,0.772037916
SVM,132,48,f1,0.789411686
SVM,138,50,f1,0.76461244
SVM,144,52,f1,0.760326971
SVM,149,54,f1,0.757169564
SVM,155,56,f1,0.779810342
SVM,160,58,f1,0.786962731
SVM,166,60,f1,0.783188747
SVM,171,62,f1,0.786333211
SVM,178,64,f1,0.78698777
SVM,184,66,f1,0.785482355
SVM,188,68,f1,0.788879061
SVM,193,70,f1,0.803880108
SVM,202,72,f1,0.804831545
SVM,205,74,f1,0.809356764
SVM,210,76,f1,0.808440177
SVM,217,78,f1,0.809072299
SVM,221,80,f1,0.814272124
SVM,229,82,f1,0.81473134
SVM,233,84,f1,0.818128041
SVM,238,86,f1,0.818787664
SVM,247,88,f1,0.822782826
SVM,249,90,f1,0.814818879
SVM,258,92,f1,0.815212305
SVM,260,94,f1,0.81547531
SVM,266,96,f1,0.81547531
SVM,271,98,f1,0.812212984
SVM,277,100,f1,0.804815961
Tree,5,2,f1,0.601241138
Tree,11,4,f1,0.562067085
Tree,17,6,f1,0.58185643
Tree,24,8,f1,0.607140819
Tree,27,10,f1,0.605197894
Tree,33,12,f1,0.647361114
Tree,40,14,f1,0.647361114
Tree,44,16,f1,0.6248299
Tree,49,18,f1,0.735548301
Tree,55,20,f1,0.780757166
Tree,61,22,f1,0.802156813
Tree,69,24,f1,0.802385887
Tree,72,26,f1,0.802385887
Tree,79,28,f1,0.802385887
Tree,85,30,f1,0.802385887
Tree,88,32,f1,0.802385887
Tree,94,34,f1,0.82216381
Tree,99,36,f1,0.808460553
Tree,105,38,f1,0.80966876
Tree,110,40,f1,0.808797436
Tree,116,42,f1,0.808797436
Tree,121,44,f1,0.808797436
Tree,127,46,f1,0.808734689
Tree,132,48,f1,0.808734689
Tree,138,50,f1,0.808734689
Tree,144,52,f1,0.808734689
Tree,149,54,f1,0.808734689
Tree,155,56,f1,0.808734689
Tree,160,58,f1,0.80204079
Tree,166,60,f1,0.80204079
Tree,171,62,f1,0.80204079
Tree,178,64,f1,0.80204079
Tree,184,66,f1,0.80204079
Tree,188,68,f1,0.80204079
Tree,193,70,f1,0.80204079
Tree,202,72,f1,0.80204079
Tree,205,74,f1,0.80204079
Tree,210,76,f1,0.812776823
Tree,217,78,f1,0.812776823
Tree,221,80,f1,0.812776823
Tree,229,82,f1,0.807529345
Tree,233,84,f1,0.807529345
Tree,238,86,f1,0.807529345
Tree,247,88,f1,0.803364766
Tree,249,90,f1,0.800510785
Tree,258,92,f1,0.800510785
Tree,260,94,f1,0.798121611
Tree,266,96,f1,0.798121611
Tree,271,98,f1,0.779270896
Tree,277,100,f1,0.753677417
